log_message,severity
2023-10-31T07:49:47.297116+01:00 Shutting down ORACLE instance (immediate) (OS id: 23789916) Shutting down instance: further logons disabled Stopping background process MMNL,0
2023-10-31T07:49:48.321573+01:00 Stopping background process MMON,0
2023-10-31T07:49:49.329322+01:00 License high water mark = 38,0
2023-10-31T07:49:49.361072+01:00 Dispatchers and shared servers shutdown  Data Pump shutdown on PDB: 0 in progress ALTER DATABASE CLOSE NORMAL Stopping Emon pool ORA-1109 signalled during: ALTER DATABASE CLOSE NORMAL... ALTER DATABASE DISMOUNT Shutting down archive processes,2
2023-10-31T07:49:49.382989+01:00 TT00 (PID:3080844): Gap Manager exiting,0
2023-10-31T07:49:50.385178+01:00 Archiving is disabled,0
2023-10-31T07:49:50.387798+01:00 ARCt (PID:31719886): ARCH shutting down,0
2023-10-31T07:49:50.388987+01:00 ARCh (PID:45941208): ARCH shutting down,0
2023-10-31T07:49:50.390086+01:00 ARCt (PID:31719886): Archival stopped,0
2023-10-31T07:49:50.391540+01:00 ARCh (PID:45941208): Archival stopped,0
2023-10-31T07:49:50.392757+01:00 ARCg (PID:49938884): ARCH shutting down,0
2023-10-31T07:49:50.400799+01:00 ARCf (PID:50069912): ARCH shutting down,0
2023-10-31T07:49:50.402013+01:00 ARCg (PID:49938884): Archival stopped,0
2023-10-31T07:49:50.403171+01:00 ARCe (PID:50594112): ARCH shutting down,0
2023-10-31T07:49:50.404551+01:00 ARCc (PID:53805480): ARCH shutting down,0
2023-10-31T07:49:50.408350+01:00 ARCb (PID:56033730): ARCH shutting down,0
2023-10-31T07:49:50.409367+01:00 ARCa (PID:57016608): ARCH shutting down,0
2023-10-31T07:49:50.410360+01:00 ARC9 (PID:58261888): ARCH shutting down,0
2023-10-31T07:49:50.411639+01:00 ARC8 (PID:58589482): ARCH shutting down,0
2023-10-31T07:49:50.412743+01:00 ARC7 (PID:59113760): ARCH shutting down,0
2023-10-31T07:49:50.413876+01:00 ARC6 (PID:61145386): ARCH shutting down,0
2023-10-31T07:49:50.414857+01:00 ARC5 (PID:64618974): ARCH shutting down,0
2023-10-31T07:49:50.416074+01:00 ARC4 (PID:65536384): ARCH shutting down,0
2023-10-31T07:49:50.417112+01:00 ARC3 (PID:66388386): ARCH shutting down,0
2023-10-31T07:49:50.418191+01:00 ARC2 (PID:655904): ARCH shutting down,0
2023-10-31T07:49:50.419298+01:00 ARC1 (PID:3211792): ARCH shutting down,0
2023-10-31T07:49:50.420363+01:00 ARC0 (PID:3342904): ARCH shutting down,0
2023-10-31T07:49:50.421467+01:00 ARCs (PID:31785234): ARCH shutting down,0
2023-10-31T07:49:50.422479+01:00 ARC0 (PID:3342904): Archival stopped,0
2023-10-31T07:49:50.423713+01:00 ARCr (PID:31850962): ARCH shutting down,0
2023-10-31T07:49:50.428525+01:00 ARCq (PID:32309608): ARCH shutting down,0
2023-10-31T07:49:50.429389+01:00 ARCo (PID:35979548): ARCH shutting down,0
2023-10-31T07:49:50.431102+01:00 ARCp (PID:32833886): ARCH shutting down,0
2023-10-31T07:49:50.432542+01:00 ARCn (PID:36307210): ARCH shutting down,0
2023-10-31T07:49:50.433409+01:00 ARCp (PID:32833886): Archival stopped,0
2023-10-31T07:49:50.434550+01:00 ARCo (PID:35979548): Archival stopped,0
2023-10-31T07:49:50.436154+01:00 ARCm (PID:36372898): ARCH shutting down,0
2023-10-31T07:49:50.440018+01:00 ARCk (PID:39059854): ARCH shutting down,0
2023-10-31T07:49:50.441803+01:00 ARCl (PID:37290348): ARCH shutting down,0
2023-10-31T07:49:50.444958+01:00 ARCj (PID:41025878): ARCH shutting down,0
2023-10-31T07:49:50.446204+01:00 ARCk (PID:39059854): Archival stopped,0
2023-10-31T07:49:50.447299+01:00 ARCi (PID:41156962): ARCH shutting down,0
2023-10-31T07:49:50.451758+01:00 ARCf (PID:50069912): Archival stopped,0
2023-10-31T07:49:50.453348+01:00 ARCe (PID:50594112): Archival stopped,0
2023-10-31T07:49:50.454642+01:00 ARCb (PID:56033730): Archival stopped,0
2023-10-31T07:49:50.459028+01:00 ARCd (PID:4784836): ARCH shutting down,0
2023-10-31T07:49:50.463146+01:00 ARCa (PID:57016608): Archival stopped,0
2023-10-31T07:49:50.467321+01:00 ARCd (PID:4784836): Archival stopped,0
2023-10-31T07:49:50.468508+01:00 ARC8 (PID:58589482): Archival stopped,0
2023-10-31T07:49:50.472648+01:00 ARC7 (PID:59113760): Archival stopped,0
2023-10-31T07:49:50.479988+01:00 ARC9 (PID:58261888): Archival stopped,0
2023-10-31T07:49:50.481202+01:00 ARC4 (PID:65536384): Archival stopped,0
2023-10-31T07:49:50.485693+01:00 ARC2 (PID:655904): Archival stopped,0
2023-10-31T07:49:50.489849+01:00 ARC6 (PID:61145386): Archival stopped,0
2023-10-31T07:49:50.494005+01:00 ARCs (PID:31785234): Archival stopped,0
2023-10-31T07:49:50.497897+01:00 ARCr (PID:31850962): Archival stopped,0
2023-10-31T07:49:50.501978+01:00 ARCn (PID:36307210): Archival stopped,0
2023-10-31T07:49:50.506175+01:00 ARC1 (PID:3211792): Archival stopped,0
2023-10-31T07:49:50.510464+01:00 ARCl (PID:37290348): Archival stopped,0
2023-10-31T07:49:50.511908+01:00 ARCm (PID:36372898): Archival stopped,0
2023-10-31T07:49:50.518713+01:00 ARCj (PID:41025878): Archival stopped,0
2023-10-31T07:49:50.521884+01:00 ARCi (PID:41156962): Archival stopped,0
2023-10-31T07:49:50.527179+01:00 ARC5 (PID:64618974): Archival stopped,0
2023-10-31T07:49:50.531190+01:00 ARCc (PID:53805480): Archival stopped,0
2023-10-31T07:49:50.535258+01:00 ARC3 (PID:66388386): Archival stopped,0
2023-10-31T07:49:50.539716+01:00 ARCq (PID:32309608): Archival stopped,0
2023-10-31T07:49:51.394489+01:00 Completed: ALTER DATABASE DISMOUNT,0
2023-10-31T07:49:51.398608+01:00 .... (PID:23789916): Archival disabled due to shutdown: 1089 Shutting down archive processes Archiving is disabled,1
2023-10-31T07:49:52.406688+01:00  IM on ADG: Start of Empty Journal  IM on ADG: End of Empty Journal JIT: pid 23789916 requesting stop .... (PID:23789916): Archival disabled due to shutdown: 1089 Shutting down archive processes Archiving is disabled,0
2023-10-31T07:49:52.459700+01:00 Stopping background process VKTM,0
2023-10-31T07:49:52.463548+01:00 JIT: pid 23789916 requesting stop,0
2023-10-31T07:50:05.354499+01:00 Instance shutdown complete (OS id: 23789916),0
2023-10-31T07:50:13.506157+01:00 Starting ORACLE instance (normal) (OS id: 4915780),0
2023-10-31T07:50:13.711050+01:00 **********************************************************************,0
2023-10-31T07:50:13.712668+01:00 Dump of system resources acquired for SHARED GLOBAL AREA (SGA),0
"2023-10-31T07:50:13.715289+01:00 Available system pagesizes: 4K, 64K, 16M, 16G",0
2023-10-31T07:50:13.718488+01:00 Supported system pagesize(s):,0
2023-10-31T07:50:13.719976+01:00 PAGESIZE  AVAILABLE_PAGES  EXPECTED_PAGES  ALLOCATED_PAGES  ERROR(s),0
2023-10-31T07:50:13.721764+01:00 4K       Configured         6291472         6291472        NONE,0
2023-10-31T07:50:13.723328+01:00 Reason for not supporting certain system pagesizes:,0
2023-10-31T07:50:13.724870+01:00 64K - Default pagesizes only,0
2023-10-31T07:50:13.726455+01:00 16M - Default pagesizes only,0
2023-10-31T07:50:13.728252+01:00 16G - Default pagesizes only,0
2023-10-31T07:50:13.729790+01:00 **********************************************************************,0
"2023-10-31T07:50:16.876814+01:00 sskgpgetexecname failed to get name LICENSE_MAX_SESSION = 0 LICENSE_SESSIONS_WARNING = 0 Initial number of CPU is 32 Number of processor cores in the system is 4 Capability Type : Network capabilities requested : 7 detected : 0 Simulated : 0 Capability Type : Runtime Environment capabilities requested : 400000FF detected : 40000000 Simulated : 0 Capability Type : Engineered Systems capabilities requested : 7 detected : 0 Simulated : 0 Capability Type : Database Test capabilities requested : 3 detected : 0 Simulated : 0 Autotune of undo retention is turned on. IMODE=BR ILAT =1322 LICENSE_MAX_USERS = 0 SYS auditing is enabled NOTE: remote asm mode is local (mode 0x1; from cluster type) NOTE: Using default ASM root directory ASM NOTE: remote asm mode is local (mode 0x1; from cluster type) NOTE: Cluster configuration type = NONE [2] Oracle Database 19c Enterprise Edition Release 19.0.0.0.0 - Production Version 19.3.0.0.0. ORACLE_HOME:    /oracle/ora_base/product/11.2.0.4 System name:	AIX Node name:	apfrdbg Release:	2 Version:	7 Machine:	00FBE6624C00 Using parameter settings in server-side spfile /oracle/ora_base/product/11.2.0.4/dbs/spfileFRET.ora System parameters with non-default values: processes                = 8000 sessions                 = 12032 memory_target            = 24G memory_max_target        = 24G control_files            = ""/Data/FRET/control01.ctl"" control_files            = ""/Data/FRET/control02.ctl""",0
"2023-10-31T07:50:17.870965+01:00 log_file_name_convert    = ""/oracle/data/FRET/"" log_file_name_convert    = ""/oracle/data/FRET/"" db_block_size            = 8192 db_keep_cache_size       = 0 compatible               = ""19.0.0.0.0"" log_archive_dest_1       = ""location=/archive/FRET"" log_archive_dest_2       = ""SERVICE=FRETDG NOAFFIRM ASYNC VALID_FOR=(ONLINE_LOGFILES,PRIMARY_ROLE) DB_UNIQUE_NAME=FRETDG"" log_archive_dest_state_2 = ""DEFER"" fal_server               = ""FRETDG"" log_archive_config       = ""DG_CONFIG=(FRET,FRETDG)"" log_archive_max_processes= 30 standby_file_management  = ""MANUAL"" transactions             = 13224 undo_tablespace          = ""UNDOTBS1"" undo_retention           = 26000 recyclebin               = ""OFF"" remote_login_passwordfile= ""EXCLUSIVE"" db_domain                = """" global_txn_processes     = 0 dispatchers              = ""(PROTOCOL=TCP) (SERVICE=FRETXDB)"" session_cached_cursors   = 300 job_queue_processes      = 1000 cursor_sharing           = ""EXACT"" hash_area_size           = 393216 audit_file_dest          = ""/oracle/ora_base/admin/FRET/adump"" audit_trail              = ""NONE"" db_name                  = ""FRET"" db_unique_name           = ""FRETDG"" open_cursors             = 6000 pga_aggregate_target     = 6G _optimizer_autostats_job = TRUE ddl_lock_timeout         = 30 deferred_segment_creation= FALSE diagnostic_dest          = ""/oracle/ora_base""",0
2023-10-31T07:50:17.986696+01:00 ============================================================ NOTE: PatchLevel of this instance 0 ============================================================ Starting background process PMON,0
"2023-10-31T07:50:18.898228+01:00 PMON started with pid=2, OS id=23789924",0
2023-10-31T07:50:18.901859+01:00 Starting background process CLMN,0
"2023-10-31T07:50:18.937876+01:00 CLMN started with pid=3, OS id=5374650 Starting background process PSP0",0
"2023-10-31T07:50:18.975876+01:00 PSP0 started with pid=4, OS id=4981426 Starting background process VKTM",0
"2023-10-31T07:50:19.027915+01:00 Errors in file /oracle/ora_base/diag/rdbms/fretdg/FRET/trace/FRET_vktm_4850338.trc  (incident=128043): ORA-00800: soft external error, arguments: [Set Priority Failed], [VKTM], [Check traces and OS configuration], [Check Oracle document and MOS notes], [] Incident details in: /oracle/ora_base/diag/rdbms/fretdg/FRET/incident/incdir_128043/FRET_vktm_4850338_i128043.trc",2
"2023-10-31T07:50:19.045687+01:00 Error attempting to elevate VKTM's priority: no further priority changes will be attempted for this process VKTM started with pid=5, OS id=4850338 Starting background process GEN0",2
"2023-10-31T07:50:19.106435+01:00 GEN0 started with pid=6, OS id=10224224 Starting background process MMAN VKTM running at (100ms) precision",0
"2023-10-31T07:50:19.143819+01:00 MMAN started with pid=7, OS id=6685410 Starting background process GEN1",0
"2023-10-31T07:50:19.575405+01:00 GEN1 started with pid=9, OS id=14287540_95814009 Starting background process DIAG",0
"2023-10-31T07:50:19.612041+01:00 DIAG started with pid=11, OS id=5309102 Starting background process DBRM",0
"2023-10-31T07:50:19.649224+01:00 DBRM started with pid=12, OS id=5178062 Starting background process VKRM",0
"2023-10-31T07:50:19.686940+01:00 VKRM started with pid=13, OS id=4653722 Starting background process SVCB",0
"2023-10-31T07:50:19.730111+01:00 SVCB started with pid=14, OS id=4588190 Starting background process PMAN",0
"2023-10-31T07:50:19.771749+01:00 PMAN started with pid=15, OS id=4522646 Starting background process DIA0",0
"2023-10-31T07:50:19.893346+01:00 DIA0 started with pid=16, OS id=4457108 Starting background process DBW0",0
"2023-10-31T07:50:19.947236+01:00 DBW0 started with pid=17, OS id=3670652",0
2023-10-31T07:50:19.956200+01:00 Starting background process DBW1,0
"2023-10-31T07:50:20.000570+01:00 DBW1 started with pid=18, OS id=7537232 Starting background process DBW2",0
"2023-10-31T07:50:20.045659+01:00 DBW2 started with pid=19, OS id=4784838 Starting background process DBW3",0
"2023-10-31T07:50:20.091829+01:00 DBW3 started with pid=20, OS id=3801732 Starting background process LGWR",0
"2023-10-31T07:50:20.135043+01:00 LGWR started with pid=21, OS id=3211794 Starting background process CKPT",0
"2023-10-31T07:50:20.212006+01:00 CKPT started with pid=22, OS id=3539634 Starting background process SMON",0
"2023-10-31T07:50:20.221807+01:00 LGWR slave LG00 created with pid=23, OS pid=3605118",0
"2023-10-31T07:50:20.287218+01:00 SMON started with pid=24, OS id=2949880 Starting background process SMCO LGWR slave LG01 created with pid=25, OS pid=3736196 Starting background process RECO",0
"2023-10-31T07:50:20.326059+01:00 SMCO started with pid=26, OS id=3867374",0
"2023-10-31T07:50:20.447536+01:00 RECO started with pid=27, OS id=64618976 Starting background process LREG",0
"2023-10-31T07:50:20.512175+01:00 LREG started with pid=29, OS id=61145388 Starting background process PXMN",0
"2023-10-31T07:50:20.592334+01:00 PXMN started with pid=31, OS id=58589484 Starting background process FENC",0
"2023-10-31T07:50:20.631975+01:00 FENC started with pid=32, OS id=655922 Starting background process MMON",0
"2023-10-31T07:50:20.672889+01:00 MMON started with pid=33, OS id=3932696 Starting background process MMNL",0
"2023-10-31T07:50:20.714047+01:00 MMNL started with pid=34, OS id=58261890",0
2023-10-31T07:50:20.715558+01:00 starting up 1 dispatcher(s) for network address '(ADDRESS=(PARTIAL=YES)(PROTOCOL=TCP))'... starting up 1 shared server(s) ... Starting background process TMON,0
"2023-10-31T07:50:20.829926+01:00 TMON started with pid=36, OS id=4391574 Setting CPU count to 32 ORACLE_BASE from environment = /oracle/ora_base",0
2023-10-31T07:50:21.108944+01:00 ALTER DATABASE   MOUNT,0
2023-10-31T07:50:22.647815+01:00 Using default pga_aggregate_limit of 24576 MB,0
"2023-10-31T07:50:25.159358+01:00 .... (PID:56033732): RT: Role transition work is not done .... (PID:56033732): WARNING: STANDBY_FILE_MANAGEMENT initialization parameter is not set to the value ""AUTO"". This may cause recovery of the standby database to terminate prior to applying all available redo data. It may be necessary to use the ALTER DATABASE CREATE DATAFILE command to add datafiles created on the primary database. .... (PID:56033732): Redo network throttle feature is disabled at mount time",1
"2023-10-31T07:50:25.200779+01:00 Successful mount of redo thread 1, with mount id 764929085",0
2023-10-31T07:50:25.203678+01:00 .... (PID:56033732): Database role set to PHYSICAL STANDBY [kcvfdb.c:9076] Physical Standby Database mounted. .... (PID:56033732): STARTING ARCH PROCESSES Starting background process ARC0,0
2023-10-31T07:50:25.311835+01:00 TT00 (PID:7144078): Gap Manager starting,0
"2023-10-31T07:50:25.320115+01:00 ARC0 started with pid=41, OS id=3342926",0
2023-10-31T07:50:25.330157+01:00 .... (PID:56033732): ARC0: Archival started .... (PID:56033732): STARTING ARCH PROCESSES COMPLETE,0
2023-10-31T07:50:25.332785+01:00 ARC0 (PID:3342926): Becoming a 'no FAL' ARCH,0
